Time (s),Voltage_V1 (V),Current_I1 (A),BMS_Signal
555.0,3.9775,5.4,1
556.0,3.9774188458729,5.4,1
557.0,3.977337545653762,5.4,1
558.0,3.977256099342586,5.4,1
559.0,3.977174506939372,5.4,1
560.0,3.9770927684441197,5.4,1
561.0,3.97701088385683,5.4,1
562.0,3.976928853177502,5.4,1
563.0,3.9768466764061356,5.4,1
564.0,3.9767643535427317,5.4,1
565.0,3.9766818845872898,5.4,1
566.0,3.9765992695398102,5.4,1
567.0,3.9765165084002922,5.4,1
568.0,3.9764336011687362,5.4,1
569.0,3.9763505478451426,5.4,1
570.0,3.9762673484295106,5.4,1
571.0,3.976184002921841,5.4,1
572.0,3.976100511322133,5.4,1
573.0,3.976016873630387,5.4,1
574.0,3.9759330898466034,5.4,1
575.0,3.9758491599707817,5.4,1
576.0,3.975765084002922,5.4,1
577.0,3.975680861943024,5.4,1
578.0,3.9755964937910884,5.4,1
579.0,3.9755119795471145,5.4,1
580.0,3.975427319211103,5.4,1
581.0,3.9753425127830533,5.4,1
582.0,3.975257560262966,5.4,1
583.0,3.97517246165084,5.4,1
584.0,3.9750872169466764,5.4,1
585.0,3.975001826150475,5.4,1
586.0,3.9749162892622354,5.4,1
587.0,3.974830606281958,5.4,1
588.0,3.9747447772096423,5.4,1
589.0,3.9746588020452887,5.4,1
590.0,3.974572680788897,5.4,1
591.0,3.9744864134404674,5.4,1
592.0,3.9744,5.4,1
593.0,3.9743134404674945,5.4,1
594.0,3.974226734842951,5.4,1
595.0,3.9741398831263695,5.4,1
596.0,3.97405288531775,5.4,1
597.0,3.973965741417093,5.4,1
598.0,3.9738784514243974,5.4,1
599.0,3.973791015339664,5.4,1
600.0,3.9737034331628927,5.4,1
601.0,3.9736157048940832,5.4,1
602.0,3.9735278305332358,5.4,1
603.0,3.9734398100803507,5.4,1
604.0,3.9733516435354272,5.4,1
605.0,3.973263330898466,5.4,1
606.0,3.9731748721694666,5.4,1
607.0,3.9730862673484295,5.4,1
608.0,3.9729975164353544,5.4,1
609.0,3.972908619430241,5.4,1
610.0,3.97281957633309,5.4,1
611.0,3.972730387143901,5.4,1
612.0,3.9726410518626736,5.4,1
613.0,3.9725515704894083,5.4,1
614.0,3.972461943024105,5.4,1
615.0,3.972372169466764,5.4,1
616.0,3.972282249817385,5.4,1
617.0,3.972192184075968,5.4,1
618.0,3.9721019722425126,5.4,1
619.0,3.9720116143170197,5.4,1
620.0,3.9719211102994887,5.4,1
621.0,3.9718304601899197,5.4,1
622.0,3.9717396639883127,5.4,1
623.0,3.9716487216946676,5.4,1
624.0,3.9715576333089846,5.4,1
625.0,3.9714663988312635,5.4,1
626.0,3.971375018261505,5.4,1
627.0,3.9712834915997077,5.4,1
628.0,3.971191818845873,5.4,1
629.0,3.9711,5.4,1
630.0,3.971008035062089,5.4,1
631.0,3.9709159240321403,5.4,1
632.0,3.9708236669101535,5.4,1
633.0,3.9707312636961287,5.4,1
634.0,3.970638714390066,5.4,1
635.0,3.970546018991965,5.4,1
636.0,3.970453177501826,5.4,1
637.0,3.9703601899196492,5.4,1
638.0,3.9702670562454347,5.4,1
639.0,3.970173776479182,5.4,1
640.0,3.9700803506208913,5.4,1
641.0,3.9699867786705623,5.4,1
642.0,3.9698930606281957,5.4,1
643.0,3.969799196493791,5.4,1
644.0,3.9697051862673485,5.4,1
645.0,3.969611029948868,5.4,1
646.0,3.969516727538349,5.4,1
647.0,3.9694222790357925,5.4,1
648.0,3.9693276844411978,5.4,1
649.0,3.9692329437545655,5.4,1
650.0,3.9691380569758947,5.4,1
651.0,3.9690430241051864,5.4,1
652.0,3.9689478451424396,5.4,1
653.0,3.968852520087655,5.4,1
654.0,3.968757048940833,5.4,1
655.0,3.9686614317019724,5.4,1
656.0,3.968565668371074,5.4,1
657.0,3.9684697589481375,5.4,1
658.0,3.968373703433163,5.4,1
659.0,3.9682775018261505,5.4,1
660.0,3.9681811541271,5.4,1
661.0,3.968084660336012,5.4,1
662.0,3.9679880204528852,5.4,1
663.0,3.967891234477721,5.4,1
664.0,3.9677943024105184,5.4,1
665.0,3.9676972242512782,5.4,1
666.0,3.9676,5.4,1
667.0,3.9675026296566838,5.4,1
668.0,3.9674051132213295,5.4,1
669.0,3.967307450693937,5.4,1
670.0,3.967209642074507,5.4,1
671.0,3.9671116873630385,5.4,1
672.0,3.9670135865595326,5.4,1
673.0,3.9669153396639882,5.4,1
674.0,3.9668169466764063,5.4,1
675.0,3.966718407596786,5.4,1
676.0,3.966619722425128,5.4,1
677.0,3.966520891161432,5.4,1
678.0,3.9664219138056978,5.4,1
679.0,3.9663227903579257,5.4,1
680.0,3.9662235208181156,5.4,1
681.0,3.9661241051862675,5.4,1
682.0,3.9660245434623813,5.4,1
683.0,3.965924835646457,5.4,1
684.0,3.9658249817384954,5.4,1
685.0,3.965724981738495,5.4,1
686.0,3.9656248356464574,5.4,1
687.0,3.965524543462381,5.4,1
688.0,3.9654241051862673,5.4,1
689.0,3.9653235208181155,5.4,1
690.0,3.9652227903579256,5.4,1
691.0,3.9651219138056977,5.4,1
692.0,3.9650208911614317,5.4,1
693.0,3.964919722425128,5.4,1
694.0,3.964818407596786,5.4,1
695.0,3.9647169466764063,5.4,1
696.0,3.9646153396639883,5.4,1
697.0,3.9645135865595327,5.4,1
698.0,3.9644116873630386,5.4,1
699.0,3.964309642074507,5.4,1
700.0,3.9642074506939373,5.4,1
701.0,3.9641051132213296,5.4,1
702.0,3.964002629656684,5.4,1
703.0,3.9639,5.4,1
704.0,3.9637972242512785,5.4,1
705.0,3.9636943024105187,5.4,1
706.0,3.963591234477721,5.4,1
707.0,3.9634880204528855,5.4,1
708.0,3.9633846603360117,5.4,1
709.0,3.9632811541271002,5.4,1
710.0,3.9631775018261504,5.4,1
711.0,3.963073703433163,5.4,1
712.0,3.9629697589481374,5.4,1
713.0,3.962865668371074,5.4,1
714.0,3.9627614317019724,5.4,1
715.0,3.962657048940833,5.4,1
716.0,3.9625525200876552,5.4,1
717.0,3.9624478451424396,5.4,1
718.0,3.9623430241051865,5.4,1
719.0,3.962238056975895,5.4,1
720.0,3.9621329437545656,5.4,1
721.0,3.962027684441198,5.4,1
722.0,3.9619222790357926,5.4,1
723.0,3.9618167275383493,5.4,1
724.0,3.9617110299488676,5.4,1
725.0,3.9616051862673483,5.4,1
726.0,3.961499196493791,5.4,1
727.0,3.961393060628196,5.4,1
728.0,3.9612867786705626,5.4,1
729.0,3.961180350620891,5.4,1
730.0,3.9610737764791817,5.4,1
731.0,3.9609670562454347,5.4,1
732.0,3.960860189919649,5.4,1
733.0,3.960753177501826,5.4,1
734.0,3.960646018991965,5.4,1
735.0,3.960538714390066,5.4,1
736.0,3.9604312636961287,5.4,1
737.0,3.9603236669101536,5.4,1
738.0,3.9602159240321404,5.4,1
739.0,3.960108035062089,5.4,1
740.0,3.96,5.4,1
741.0,3.9598918188458727,5.4,1
742.0,3.959783491599708,5.4,1
743.0,3.9596750182615046,5.4,1
744.0,3.9595663988312637,5.4,1
745.0,3.959457633308985,5.4,1
746.0,3.9593487216946675,5.4,1
747.0,3.9592396639883125,5.4,1
748.0,3.9591304601899195,5.4,1
749.0,3.9590211102994886,5.4,1
750.0,3.9589116143170195,5.4,1
751.0,3.958801972242513,5.4,1
752.0,3.958692184075968,5.4,1
753.0,3.958582249817385,5.4,1
